time,dives,contracts,permits,raids
06-30-2023 23:59:59,413,212,137,0
07-02-2023 17:00:00,41,12,6,0
07-02-2023 18:04:47,0,0,0,0
07-02-2023 18:53:25,0,0,0,0
07-02-2023 19:42:12,0,0,1,0
07-02-2023 20:30:50,0,0,1,0
07-02-2023 21:19:28,1,0,0,0
07-02-2023 22:08:06,0,0,0,0
07-02-2023 22:56:52,0,0,0,0
07-02-2023 23:45:55,1,0,0,0
07-03-2023 00:34:57,2,2,0,0
07-03-2023 01:23:43,0,0,0,1
07-03-2023 02:12:28,0,0,0,0
07-03-2023 03:01:14,0,1,0,0
07-03-2023 03:49:50,0,0,0,0
07-03-2023 04:38:28,1,0,0,0
07-03-2023 05:29:59,0,0,0,0
07-03-2023 06:18:36,0,0,0,0
07-03-2023 07:07:29,1,1,0,0
07-03-2023 07:56:13,0,0,0,1
07-03-2023 08:44:57,0,0,0,0
07-03-2023 09:33:51,0,0,0,0
07-03-2023 10:22:45,1,1,1,0
07-03-2023 11:11:20,0,0,0,0
07-03-2023 12:00:00,1,1,0,0
07-03-2023 12:48:30,0,0,0,0
07-03-2023 13:37:16,1,0,0,1
07-03-2023 14:26:01,0,0,0,0
07-03-2023 15:14:55,0,0,0,0
07-03-2023 16:03:48,1,0,0,0
07-03-2023 16:52:50,2,0,1,0
07-03-2023 17:41:44,1,0,0,0
07-03-2023 18:30:37,0,0,0,0
07-03-2023 19:19:29,1,0,0,0
07-03-2023 20:08:32,1,0,0,0
07-03-2023 20:57:34,0,0,0,0
07-03-2023 21:46:35,1,1,0,0
07-03-2023 22:35:28,1,0,0,0
07-03-2023 23:24:22,0,0,0,0
07-04-2023 00:13:16,2,0,0,0
07-04-2023 01:02:09,1,0,1,0
07-04-2023 01:50:56,0,0,1,0
07-04-2023 02:39:32,1,0,0,0
07-04-2023 03:28:10,0,0,1,0
07-04-2023 04:16:55,1,0,0,0
07-04-2023 05:05:48,2,1,0,0
07-04-2023 05:54:35,1,0,0,0
07-04-2023 06:43:28,1,1,0,0
07-04-2023 07:32:13,0,0,0,0
07-04-2023 08:20:59,1,0,0,0
07-04-2023 09:09:44,0,0,1,0
07-04-2023 09:58:14,0,0,0,0
07-04-2023 10:46:51,0,0,1,0
07-04-2023 11:35:29,0,0,0,0
07-04-2023 12:24:14,2,0,0,1
07-04-2023 13:13:07,0,0,0,0
07-04-2023 14:02:08,0,0,0,0
07-04-2023 14:51:10,0,1,0,0
07-04-2023 15:40:05,0,0,0,0
07-04-2023 16:28:58,0,0,0,0
07-04-2023 17:17:49,0,0,0,0
07-04-2023 18:06:40,0,0,1,0
07-04-2023 18:55:21,0,0,0,0
07-04-2023 20:22:38,0,0,0,0
07-04-2023 21:11:24,1,0,0,0
07-04-2023 22:00:26,1,1,0,0
07-05-2023 07:27:45,4,0,0,0
07-05-2023 08:17:26,0,0,0,0
07-05-2023 09:06:27,1,0,0,0
07-05-2023 09:55:30,0,1,0,0
07-05-2023 10:44:24,0,0,0,0
07-05-2023 11:33:18,0,1,0,0
07-05-2023 12:22:02,0,0,1,0
07-05-2023 13:10:39,0,0,0,0
07-05-2023 13:59:18,0,0,0,0
07-05-2023 14:47:54,0,0,0,0
07-05-2023 15:36:41,0,0,0,0
07-05-2023 16:25:36,1,1,0,0
07-05-2023 17:14:21,1,0,0,0
07-05-2023 18:03:17,2,0,1,0
07-05-2023 18:52:02,1,0,0,0
07-05-2023 19:40:55,1,0,0,0
07-05-2023 20:29:49,0,0,0,0
07-05-2023 21:18:51,0,2,0,0
07-05-2023 22:07:37,0,0,0,0
07-05-2023 22:56:21,1,0,0,0
07-05-2023 23:45:06,0,0,0,0
07-06-2023 00:33:56,0,1,0,0
07-06-2023 01:22:41,0,0,1,0
07-06-2023 02:11:20,1,1,0,0
07-06-2023 02:59:49,0,0,0,0
07-06-2023 03:48:26,0,0,0,0
07-06-2023 04:37:13,1,0,0,0
07-06-2023 05:26:00,2,0,0,0
07-06-2023 06:14:45,1,0,0,0
07-06-2023 07:03:38,1,0,0,0
07-06-2023 07:52:34,0,0,0,0
07-06-2023 08:41:37,1,0,0,0
07-06-2023 09:30:40,0,0,0,0
07-06-2023 10:19:41,0,1,0,0
07-06-2023 11:08:35,0,1,0,0
07-06-2023 11:57:20,1,1,0,0
07-06-2023 12:45:56,0,1,0,0
07-06-2023 13:34:33,1,0,0,0
07-06-2023 14:23:20,2,1,0,0
07-06-2023 15:11:58,0,0,1,0
07-06-2023 16:00:26,1,2,0,0
07-06-2023 16:48:40,0,0,0,0
07-06-2023 17:37:02,1,0,0,0
07-06-2023 18:25:39,1,0,0,0
07-06-2023 19:14:24,0,0,0,1
07-06-2023 20:03:11,1,0,1,0
07-06-2023 20:51:49,1,0,0,0
07-06-2023 21:40:26,0,0,0,0
07-06-2023 22:29:21,1,0,1,0
07-06-2023 23:18:16,1,0,0,1
07-07-2023 00:07:11,1,0,1,0
07-07-2023 00:55:59,0,1,0,0
07-07-2023 01:44:45,2,1,0,0
07-07-2023 02:33:23,0,0,1,0
07-07-2023 03:22:00,1,1,0,0
07-07-2023 04:10:37,0,0,0,0
07-07-2023 04:59:15,0,0,0,0
07-07-2023 05:48:00,0,0,0,0
07-07-2023 06:36:45,0,0,0,0
07-07-2023 07:25:30,0,0,0,0
07-07-2023 08:14:24,1,1,0,0
07-07-2023 09:03:11,1,0,0,0
07-07-2023 09:52:03,0,0,0,0
07-07-2023 10:40:57,0,0,1,1
07-07-2023 11:29:43,0,0,0,0
07-07-2023 12:18:29,1,1,0,0
07-07-2023 13:07:07,0,0,0,0
07-07-2023 13:55:54,1,0,1,0
07-07-2023 14:44:40,1,0,0,0
07-07-2023 15:33:26,0,0,0,1
07-07-2023 16:22:13,0,0,0,0
07-07-2023 17:11:07,0,0,0,0
07-07-2023 18:00:02,0,0,0,0
07-07-2023 18:49:05,1,2,0,0
07-07-2023 19:37:50,1,0,0,0
07-07-2023 20:26:37,0,0,1,0
07-07-2023 21:15:15,0,0,0,0
07-07-2023 22:03:53,0,0,0,0
07-07-2023 22:52:30,0,0,0,0
07-07-2023 23:41:16,1,0,1,0
07-08-2023 00:29:54,0,0,0,0
07-08-2023 01:18:48,0,0,1,1
07-08-2023 02:07:35,0,0,0,1
07-08-2023 02:56:29,0,1,0,0
07-08-2023 03:45:15,0,0,0,0
07-08-2023 04:34:09,0,0,0,0
07-08-2023 05:23:03,0,0,1,0
07-08-2023 06:11:49,0,1,0,0
07-08-2023 07:00:27,0,1,0,0
07-08-2023 07:48:58,1,1,0,0
07-08-2023 08:37:26,0,0,0,0
07-08-2023 09:26:13,1,0,2,0
07-08-2023 10:14:42,0,0,0,0
07-08-2023 11:03:13,0,0,0,0
07-08-2023 11:51:42,1,1,0,0
07-08-2023 12:40:19,0,1,0,1
07-08-2023 13:28:56,0,0,1,0
07-08-2023 14:17:33,1,0,0,0
07-08-2023 15:06:11,1,0,0,0
07-08-2023 15:54:48,1,0,1,0
07-08-2023 16:43:26,0,0,0,0
07-08-2023 17:32:04,0,2,0,0
07-08-2023 18:20:23,1,0,0,0
07-08-2023 19:09:10,2,0,0,0
07-08-2023 19:57:57,2,0,0,0
07-08-2023 20:46:43,0,1,0,0
07-08-2023 21:35:21,0,0,0,0
07-08-2023 22:23:59,0,0,0,0
07-08-2023 23:12:38,0,0,0,0
07-09-2023 00:02:35,0,0,0,0
07-09-2023 00:51:28,1,0,0,0
07-09-2023 01:40:21,2,1,0,0
07-09-2023 02:29:07,1,0,0,0
07-09-2023 03:18:02,2,0,1,0
07-09-2023 04:06:48,0,0,0,0
07-09-2023 04:55:31,0,0,0,0
07-09-2023 05:44:17,1,0,1,1
07-09-2023 06:33:02,0,1,0,0
07-09-2023 07:21:40,0,0,0,0
07-09-2023 08:10:26,1,1,0,0
07-09-2023 08:59:13,2,0,0,0
07-09-2023 09:48:00,2,0,1,0
07-09-2023 10:36:37,2,0,1,0
07-09-2023 11:25:07,0,0,0,0
07-09-2023 12:13:35,1,0,0,0
07-09-2023 13:02:19,2,0,0,0
07-09-2023 13:51:14,1,0,0,0
07-09-2023 14:40:17,2,1,0,0
07-09-2023 15:29:10,0,1,0,0
07-09-2023 16:17:55,0,1,0,0
07-09-2023 17:06:33,0,0,0,0
07-09-2023 17:55:11,2,1,0,0
07-09-2023 18:43:39,0,0,1,0
07-09-2023 19:32:08,0,0,0,1
07-09-2023 20:20:38,0,0,0,0
07-09-2023 21:09:16,1,0,0,0
07-09-2023 21:58:12,3,1,0,0
07-09-2023 22:46:56,0,0,0,0
07-09-2023 23:35:42,0,0,0,0
07-10-2023 00:24:36,1,0,0,0
07-10-2023 01:13:30,1,0,0,0
07-10-2023 02:02:22,0,0,0,0
07-10-2023 02:51:17,0,0,1,0
07-10-2023 03:40:03,1,0,0,0
07-10-2023 04:28:56,2,0,0,0
07-10-2023 05:17:52,0,1,0,0
07-10-2023 06:06:44,1,0,0,0
07-10-2023 06:55:38,0,0,0,0
07-10-2023 07:44:33,0,0,1,0
07-10-2023 08:33:18,0,1,1,0
07-10-2023 09:21:48,0,0,0,0
07-10-2023 10:10:17,0,0,0,0
07-10-2023 10:58:55,0,1,0,0
07-10-2023 11:47:41,2,1,1,0
07-10-2023 12:36:10,1,0,1,0
07-10-2023 13:24:32,1,0,0,0
07-10-2023 14:12:53,0,0,0,0
07-10-2023 15:01:30,1,0,0,0
07-10-2023 15:50:17,0,0,0,0
07-10-2023 16:39:03,0,0,0,0
07-10-2023 17:27:59,2,0,1,0
07-10-2023 18:16:53,1,1,0,0
07-10-2023 19:05:38,0,1,1,0
07-10-2023 19:54:08,0,0,0,0
07-10-2023 20:42:46,0,0,0,0
07-10-2023 21:31:32,0,0,0,1
07-10-2023 22:20:25,1,0,0,0
07-10-2023 23:09:21,0,0,0,0
07-10-2023 23:58:16,0,0,0,0
07-11-2023 00:47:05,1,0,0,0
07-11-2023 01:36:09,3,2,1,0
07-11-2023 02:24:47,0,0,0,0
07-11-2023 03:13:24,1,0,0,0
07-11-2023 04:02:02,1,1,0,0
07-11-2023 04:50:50,2,2,0,0
07-11-2023 05:39:19,0,0,0,0
07-11-2023 06:27:48,0,0,0,0
07-11-2023 07:16:25,0,1,0,0
07-11-2023 08:05:02,1,0,1,0
07-11-2023 08:53:30,0,0,1,1
07-11-2023 09:41:51,0,0,0,0
07-11-2023 10:30:11,0,1,0,0
07-11-2023 11:18:49,1,0,0,0
07-11-2023 12:07:34,1,1,0,0
07-11-2023 12:56:10,0,1,0,0
07-11-2023 13:44:47,0,1,0,0
07-11-2023 14:33:17,0,0,0,0
07-11-2023 15:21:55,1,1,0,0
07-11-2023 16:10:32,1,0,0,0
07-11-2023 16:59:17,2,0,0,0
07-11-2023 17:48:03,0,0,1,0
07-11-2023 18:36:43,0,0,0,0
07-11-2023 19:25:20,0,0,0,0
07-11-2023 20:14:07,1,0,0,0
07-11-2023 21:03:00,2,0,0,0
07-11-2023 21:53:20,1,1,0,0
07-12-2023 07:45:46,1,1,0,2
07-12-2023 08:34:56,2,1,0,0
07-12-2023 09:57:35,1,0,0,0
07-12-2023 10:49:18,1,0,0,1
07-12-2023 11:38:11,1,1,0,0
07-12-2023 12:27:05,0,0,0,1
07-12-2023 13:16:00,1,0,1,0
07-12-2023 14:04:45,0,0,0,0
07-12-2023 14:53:39,1,1,1,0
07-12-2023 15:42:19,0,0,2,0
07-12-2023 16:30:48,1,0,0,0
07-12-2023 17:19:17,0,0,0,0
07-12-2023 18:07:55,1,0,0,0
07-12-2023 18:56:49,1,0,0,0
07-12-2023 22:03:06,0,0,0,1
07-12-2023 22:52:09,2,0,0,0
07-12-2023 23:41:12,0,0,0,0
07-13-2023 00:30:11,0,0,0,0
07-13-2023 01:19:16,0,0,2,0
07-13-2023 02:08:01,0,0,0,0
07-13-2023 02:56:48,0,0,0,0
07-13-2023 03:45:33,0,0,0,0
07-13-2023 04:34:36,0,0,0,1
07-13-2023 05:23:39,2,0,0,0
07-13-2023 06:12:43,0,0,0,0
07-13-2023 07:01:45,0,0,0,0
07-13-2023 07:50:47,0,0,1,0
07-13-2023 08:39:42,1,0,1,0
07-13-2023 09:28:28,0,0,0,0
07-13-2023 10:17:15,1,0,0,0
07-13-2023 11:06:11,1,1,1,0
07-13-2023 11:54:59,0,0,1,0
07-13-2023 12:43:35,1,0,0,0
07-13-2023 13:32:12,1,0,0,0
07-13-2023 14:21:07,0,0,0,0
07-13-2023 15:10:10,1,0,0,0
07-13-2023 15:59:13,0,0,1,0
07-13-2023 16:48:08,0,0,0,0
07-13-2023 17:37:01,0,0,0,0
07-13-2023 18:25:57,0,1,0,0
07-13-2023 19:14:51,1,2,0,0
07-13-2023 20:03:28,1,0,0,0
07-13-2023 20:52:05,0,0,0,1
07-13-2023 21:40:53,2,2,0,0
07-13-2023 22:29:22,0,0,1,0
07-13-2023 23:17:43,0,0,1,0
07-14-2023 00:05:55,0,0,0,0
07-14-2023 00:54:02,0,0,0,0
07-14-2023 01:42:39,2,0,0,0
07-14-2023 02:31:25,0,0,0,0
07-14-2023 03:20:12,0,0,0,0
07-14-2023 04:09:15,1,0,0,0
07-14-2023 04:58:18,0,1,0,0
07-14-2023 05:47:13,1,1,0,0
07-14-2023 06:35:58,1,1,0,0
07-14-2023 07:24:35,0,1,0,0
07-14-2023 08:13:06,0,0,0,0
07-14-2023 09:01:35,0,0,0,0
07-14-2023 09:50:05,1,0,0,0
07-14-2023 10:38:34,1,0,0,0
07-14-2023 11:27:13,0,1,0,0
07-14-2023 12:15:49,1,0,2,0
07-14-2023 13:04:17,0,0,0,1
07-14-2023 13:52:54,0,0,0,1
07-14-2023 14:41:39,0,0,0,0
07-14-2023 17:23:13,1,0,0,0
07-14-2023 18:12:16,1,0,1,0
07-14-2023 19:01:42,2,0,0,0
07-14-2023 19:54:31,0,0,1,0
07-14-2023 20:43:16,0,1,0,1
07-14-2023 21:32:03,0,1,0,0
07-14-2023 22:20:41,0,0,0,0
07-14-2023 23:09:27,0,1,0,0
07-14-2023 23:58:05,0,0,0,0
07-15-2023 00:46:37,1,0,1,0
07-15-2023 01:35:06,0,0,0,0
07-15-2023 02:23:35,0,0,0,0
07-15-2023 03:12:13,1,1,0,0
07-15-2023 04:00:59,1,0,0,0
07-15-2023 04:49:47,2,0,0,0
07-15-2023 05:38:42,1,1,0,0
07-15-2023 06:27:29,0,0,0,0
07-15-2023 07:16:15,0,1,1,0
07-15-2023 08:04:44,0,0,0,0
07-15-2023 08:53:14,1,0,0,0
07-15-2023 09:41:51,0,0,1,0
07-15-2023 10:30:27,0,0,0,0
07-15-2023 11:19:05,0,0,0,1
07-15-2023 12:07:52,2,1,0,0
07-15-2023 12:56:39,0,0,1,0
07-15-2023 13:45:24,1,0,0,0
07-15-2023 14:34:09,1,0,0,0
07-15-2023 15:22:55,1,1,0,0
07-15-2023 16:11:41,1,1,0,0
07-15-2023 17:00:17,0,0,0,0
07-15-2023 17:48:54,0,1,0,0
07-15-2023 18:37:31,1,0,0,2
07-15-2023 19:26:08,0,0,0,0
07-15-2023 20:14:45,0,0,0,0
07-15-2023 21:03:22,1,0,0,0
07-15-2023 21:52:09,1,0,0,0
07-15-2023 22:41:03,0,0,1,0
07-15-2023 23:29:50,1,0,0,1
07-16-2023 00:18:38,1,0,0,0
07-16-2023 01:07:32,2,0,1,0
07-16-2023 01:56:27,0,0,1,0
07-16-2023 02:45:14,0,0,0,0
07-16-2023 03:34:02,0,0,0,0
07-16-2023 04:22:56,1,0,1,0
07-16-2023 05:11:51,0,0,1,0
07-16-2023 06:00:37,0,1,0,0
07-16-2023 06:49:15,1,0,0,0
07-16-2023 07:38:01,2,0,0,0
07-16-2023 08:26:56,0,1,3,0
07-16-2023 09:15:17,0,0,0,0
07-16-2023 10:03:36,0,0,0,0
07-16-2023 10:51:57,0,0,0,0
07-16-2023 11:40:41,1,0,0,0
07-16-2023 12:29:37,1,0,0,0
07-16-2023 13:18:30,0,1,1,0
07-16-2023 14:07:06,1,0,0,0
07-16-2023 14:55:53,1,0,0,0
07-16-2023 15:44:39,1,2,0,0
07-16-2023 16:34:14,0,0,0,0
07-16-2023 17:23:00,0,0,0,0
07-16-2023 18:13:36,1,0,0,0
07-16-2023 19:20:06,0,0,0,0
07-17-2023 00:33:40,1,1,0,1
07-17-2023 01:22:34,0,0,1,0
07-17-2023 02:11:20,1,0,0,0
07-17-2023 03:03:03,3,0,0,0
07-17-2023 03:51:48,1,1,0,0
07-17-2023 04:40:35,0,0,0,0
07-17-2023 05:29:19,0,1,1,0
07-17-2023 06:17:50,0,0,0,0
07-17-2023 07:06:35,3,0,1,0
07-17-2023 07:55:14,0,1,0,0
07-17-2023 09:05:26,0,0,0,0
07-17-2023 09:54:03,0,0,0,0
07-17-2023 10:42:49,2,0,1,0
07-17-2023 11:31:34,0,0,0,0
07-17-2023 12:20:28,0,0,0,1
07-17-2023 13:09:22,0,0,0,0
07-17-2023 13:58:26,0,0,1,0
07-17-2023 14:47:18,1,0,1,0
07-17-2023 15:36:05,0,0,1,0
07-17-2023 16:24:43,0,0,0,0
07-17-2023 17:13:29,0,1,0,0
07-17-2023 18:02:15,0,0,0,0
07-17-2023 18:51:09,0,0,0,0
07-17-2023 22:18:16,1,1,0,0
07-17-2023 23:07:02,0,0,0,0
07-17-2023 23:55:57,0,2,0,0
07-18-2023 00:44:30,1,0,0,0
07-18-2023 01:33:08,0,1,0,0
07-18-2023 02:21:39,0,0,0,0
07-18-2023 03:10:08,0,0,0,0
07-18-2023 03:58:38,0,0,0,0
07-18-2023 04:47:24,2,1,0,0
07-18-2023 05:36:02,1,0,0,0
07-18-2023 06:24:56,1,0,0,0
07-18-2023 07:13:51,1,0,1,0
07-18-2023 08:02:46,0,0,1,0
07-18-2023 08:51:32,0,0,0,0
07-18-2023 09:40:18,1,1,0,0
07-18-2023 10:29:04,0,0,0,0
07-18-2023 11:17:59,0,1,1,0
07-18-2023 12:06:36,0,1,0,0
07-18-2023 12:55:04,0,0,0,0
07-18-2023 13:45:59,1,0,0,0
07-18-2023 14:34:36,1,0,0,0
07-18-2023 15:23:22,0,1,0,0
07-18-2023 16:12:06,1,0,0,1
07-18-2023 17:00:52,0,0,0,0
07-18-2023 17:49:46,1,0,0,0
07-18-2023 18:38:49,0,0,1,0
07-18-2023 19:27:44,1,1,0,0
07-18-2023 20:16:30,0,0,0,0
07-18-2023 21:05:15,1,0,0,0
07-18-2023 21:54:09,2,0,0,0
07-18-2023 22:43:05,0,1,0,0
07-19-2023 07:44:59,1,1,0,0
07-19-2023 08:33:52,0,1,0,0
07-19-2023 09:22:36,1,0,0,1
07-19-2023 10:11:21,1,1,0,0
07-19-2023 10:59:59,1,0,0,0
07-19-2023 11:48:36,0,0,1,1
07-19-2023 12:37:04,0,0,0,0
07-19-2023 13:25:32,0,0,0,0
07-19-2023 14:14:10,1,0,0,0
07-19-2023 15:03:05,0,0,0,0
07-19-2023 15:53:47,0,0,0,0
07-19-2023 16:42:47,2,0,0,0
07-19-2023 17:31:49,1,2,0,0
07-19-2023 18:20:34,0,0,0,0
07-19-2023 19:09:20,0,0,0,0
07-19-2023 19:58:05,1,2,0,0
07-19-2023 20:46:33,0,0,0,0
07-19-2023 21:35:01,2,0,0,0
07-19-2023 22:23:28,0,0,0,0
07-19-2023 23:11:57,0,0,0,0
07-20-2023 00:00:43,0,0,0,0
07-20-2023 00:49:26,0,0,0,0
07-20-2023 01:38:12,2,0,0,0
07-20-2023 02:27:13,0,0,0,1
07-20-2023 03:16:14,2,1,0,0
07-20-2023 04:05:07,1,1,0,0
07-20-2023 04:53:53,0,1,0,0
07-20-2023 05:42:29,0,0,1,0
07-20-2023 06:31:07,1,0,0,1
07-20-2023 07:19:44,2,0,0,0
07-20-2023 08:08:21,0,1,0,1
07-20-2023 08:56:52,0,0,0,0
07-20-2023 09:45:27,1,0,0,0
07-20-2023 10:34:11,1,0,0,0
07-20-2023 11:23:12,1,1,0,0
07-20-2023 12:12:04,0,1,0,0
07-20-2023 13:00:48,0,1,0,0
07-20-2023 13:49:26,1,0,0,0
07-20-2023 14:38:02,0,0,0,0
07-20-2023 15:26:36,0,0,0,0
07-20-2023 16:15:19,1,0,0,0
07-20-2023 17:04:37,0,0,0,0
07-20-2023 17:53:31,1,0,0,0
07-20-2023 18:42:33,0,1,1,1
07-20-2023 19:31:17,0,0,0,0
07-20-2023 20:20:02,1,0,0,0
07-20-2023 21:08:47,0,0,0,0
07-20-2023 21:57:41,0,1,0,0
07-20-2023 22:46:25,0,0,0,0
07-20-2023 23:35:08,0,1,0,0
07-21-2023 00:23:43,0,0,0,0
07-21-2023 01:12:26,2,1,0,0
07-21-2023 02:01:01,0,0,0,0
07-21-2023 02:49:45,1,0,0,0
07-21-2023 03:38:28,1,1,0,0
07-21-2023 04:27:21,0,0,0,0
07-21-2023 05:16:13,1,1,0,0
07-21-2023 06:04:58,2,0,0,0
07-21-2023 06:53:42,0,0,0,0
07-21-2023 07:42:26,0,1,0,0
07-21-2023 08:31:11,2,0,0,0
07-21-2023 09:19:55,1,0,0,0
07-21-2023 10:08:43,1,0,0,0
07-21-2023 10:57:36,1,0,0,0
